0,0.999320507,0,1.049018025,0,0.605134249,0,0.595464885,0,0.571668386,0,0.547115326
7.191185474,1.039246798,7.191185474,1.103676319,5.596155643,0.607985735,5.596155643,0.643831491,5.424019814,0.568470895,5.424019814,0.604707539
14.5063715,1.080270529,14.5063715,1.236990452,11.40326595,0.625725925,11.40326595,0.73283577,11.08093357,0.5852139,11.08093357,0.696173608
22.37687492,1.15086484,22.37687492,1.261906862,17.60128975,0.688338161,17.60128975,0.752567887,17.1899147,0.64367342,17.1899147,0.72232914
29.71462822,1.121600866,29.71462822,1.099077582,23.28249168,0.698232114,23.28249168,0.756558537,22.73715591,0.65342319,22.73715591,0.655663967
36.42088699,0.893046081,36.42088699,0.916893423,29.17939949,0.695108294,29.17939949,0.829891682,28.02414513,0.636956096,28.02414513,0.661824524
42.43066406,0.686341822,42.43066406,0.778844357,34.92217255,0.58124733,34.92217255,0.73019737,33.62133408,0.559914708,33.62133408,0.93346405
48.05467987,0.534391224,48.05467987,0.69393307,40.32340622,0.448952317,40.32340622,0.62823081,40.24716949,0.439856201,40.24716949,0.981981754
53.36808777,0.416396141,53.36808777,0.630582094,45.42144775,0.355125964,45.42144775,0.604145408,46.36001587,0.34579432,46.36001587,0.87466532
58.44648361,0.322152913,58.44648361,0.581086993,50.80225754,0.279155612,50.80225754,0.960231245,52.34646988,0.272792459,52.34646988,0.965917587
63.33239365,0.248004094,63.33239365,0.541948378,57.4131012,0.211650178,57.4131012,1.05012536,58.56492233,0.210279435,58.56492233,0.918887854
67.95797729,0.19556962,67.95797729,0.510464668,63.41754532,0.167359695,63.41754532,0.910578668,64.18681335,0.167274088,64.18681335,0.799873233
72.03000641,0.15805696,72.03000641,0.487224996,68.42842865,0.133652493,68.42842865,0.801605105,68.94264221,0.135783687,68.94264221,0.720462322
74.89137268,0.14252679,74.89137268,0.476686686,71.86771393,0.118659563,71.86771393,0.754275203,72.24121094,0.122579604,72.24121094,0.696849585
76.36417389,0.116957471,76.36417389,0.481583118,73.64567566,0.103203945,73.64567566,0.724788785,73.9670105,0.103518762,73.9670105,0.678406596
78.61607361,0.091102913,78.61607361,0.451626658,76.23527527,0.076798081,76.23527527,0.677417755,76.48249054,0.078604765,76.48249054,0.632174015
81.06251526,0.064985804,81.06251526,0.448092103,79.05753326,0.051338531,79.05753326,0.634155154,79.2301178,0.054096583,79.2301178,0.591968954
83.66738129,0.036763925,83.66738129,0.439267695,81.92398071,0.032807544,81.92398071,0.602982044,82.03164673,0.03554032,82.03164673,0.563086987
86.26246643,0.007187498,86.26246643,0.362000972,84.81536102,0.009380294,84.81536102,0.557428539,84.81497192,0.011300067,84.81497192,0.494715184
88.77783203,-0.013367322,88.77783203,0.249914691,87.58866882,-0.02702339,87.58866882,0.419566721,87.50341797,-0.02281753,87.50341797,0.365541846
91.02437592,-0.029134782,91.02437592,0.136497363,90.46552277,-0.05153957,90.46552277,0.271426797,90.14125824,-0.048026599,90.14125824,0.263275146
93.53033447,-0.035296232,93.53033447,0.178537697,92.79447937,-0.053157717,92.79447937,0.252304614,92.67751312,-0.05446884,92.67751312,0.258187771
95.85670471,-0.022571843,95.85670471,0.341399968,95.28160095,-0.035678003,95.28160095,0.384029031,95.13915253,-0.040043965,95.13915253,0.368059784
98.29763794,-0.005200602,98.29763794,0.215826243,97.8889389,-0.011264022,97.8889389,0.301811576,97.70552063,-0.0156131,97.70552063,0.290015101
100.8024521,0.0014597,100.8024521,0.013756638,100.5401688,-0.000207138,100.5401688,0.117715374,100.3538437,-0.004199659,100.3538437,0.126473397
